id,name,description,address,city,state,zip_code,phone,email,website,services,website_valid
69,All Sun Solutions,"At All Sun Solutions, we harness the power of the sun to bring you sustainable energy solutions for your home or business. With our expertise in solar panels and systems, we provide a comprehensive assessment of your energy needs and design a tailor-made system to meet your requirements. Our trusted vendor partnerships also enable us to offer additional services like solar panel cleaning and second or additional solar systems. Experience the benefits of clean energy with us.","5096 North Blythe Avenue, Suite 100, Fresno, CA 93722",Fresno,CA,93722,15592502804,contact@AllSunSolutions.com,http://www.allsunsolutions.com,"[""All Sun Solutions is a Fresno based solar company specializing in solar panels and solar systems for your home or business. We offer additional services like, solar system assessment, solar panel cleaning, as well as second or additional solar systems through our trusted vendor partnerships.""]",True
70,All Pro Solar,"All Pro Solar is your trusted partner for all solar-related needs. From solar installation to removals and reinstalls, we deliver top-notch solutions for residential and commercial properties. Our comprehensive services include solar panel cleaning, commercial cleaning, popcorn removal, painting, and custom closets. Experience the power of solar energy with our expert guidance and exceptional customer service.","1393 SW 12th Ave, Pompano Beach, FL 33069",Pompano Beach,FL,33069,15614048095,sales@allprosolar.org,http://apsolarllc.com/,"[""Solar Installation, Solar Services, Solar and Roof (Home Improvement Loans), Removals and Reinstalls, Solar Panel Cleaning, and Solar Pool Panels, Commercial Cleaning, Popcorn Removal, Painting, Custom Closets""]",True
71,Hero Construction Group,"Hero Construction Group is a premier provider of innovative window, roofing, and solar installation solutions. With a commitment to quality and customer satisfaction, our team of experts works tirelessly to deliver exceptional results. From energy-efficient windows to durable roofing systems and sustainable solar panels, we offer a comprehensive range of products and services to help homeowners and businesses alike achieve their goals.","5912 Watson Rd., Riverview, FL, 33578",Riverview,FL,33578,14079236106,gpeterson@herocofl.com,http://www.herocofl.com,"[""Window, Roofing & Solar Installation""]",False
72,Integrated Solar Applications Corp.,"Integrated Solar Applications Corp. empowers a sustainable future by harnessing the power of solar energy, geothermal, heat pumps, and energy storage. Our integrated systems and community solar programs enable businesses and individuals to transition to renewable energy sources, reducing carbon footprints and promoting a healthier planet.","121, Spring Tree Rd, Brattleboro, VT, 05301",Brattleboro,VT,5301,18022577493,info@isasolar.com,https://isasolar.com,"[""Description of business, products, or services offered: Solar PV, Geothermal, Heat Pumps, Batteries/Energy Storage, Integrated Systems, Community Solar""]",False
73,"Advanced Electric, LLC","Advanced Electric, LLC is a trusted provider of comprehensive electrical services. Our team of experts delivers tailored solutions for residential, industrial, and commercial properties. From design and installation to upgrades and emergency power solutions, we ensure seamless operations and peace of mind for our clients.","P.O. Box 2221, Fond du Lac, WI, 54936",Fond du Lac,WI,54936,19209212499,info@advancedelectricllc.com,http://advancedelectricllc.com,"[""Residential, industrial, and commercial electrical services, full-service electrical layout, design, wiring and installation/upgrades, emergency power solutions (generators) and other electrical needs.""]",True
74,Allstate Roofing & More LLC,"At Allstate Roofing & More LLC, we're dedicated to delivering top-notch exterior solutions that not only enhance the aesthetic appeal of your property but also prioritize environmental sustainability and energy efficiency. Our comprehensive services include residential and commercial roofing, solar installations, gutter maintenance, and gutter protection. With our cutting-edge expertise and commitment to customer satisfaction, we're the ultimate partner for all your exterior project needs.","565 Blossom Rd., Ste G2, Rochester, NY 14610",Rochester,NY,14610,15854007663,info@400roof.com,http://400roof.com/,"[""Customer’s solution company for exterior projects. They provide modern roofs with environmental and energy efficiency considerations. Services include Residential, Commercial, Roofs, Solar, Gutters, and Gutter Protection""]",True
75,Entech Engineering Incorporated,"As a pioneer in the realm of renewable energy, Entech Engineering Incorporated is dedicated to harnessing the power of innovation to fuel a sustainable future. With a focus on energy utilization, our team of experts crafts bespoke solutions that optimize resource allocation and minimize environmental impact. By embracing cutting-edge technology and collaborative spirit, we empower businesses to thrive amidst the evolving landscape of energy management.",PO Box 871,Buffalo,NY,871,14014668978,,https://www.entechengineering.com,"[""Renewable Energy, Energy Utilization""]",False
76,"45 North Solar, Inc.","A pioneer in the solar energy industry, 45 North Solar, Inc. embodies excellence, expedience, and experience in providing innovative solutions to meet the evolving needs of its clients. By harnessing the power of the sun, the company is committed to reducing carbon footprint and empowering businesses to thrive sustainably.","1645 Hague Ave, St Paul, Minnesota, 55104",St Paul,MN,55104,16514947320,Not available,http://www.45northsolar.com,"[""Excellence, expedience and experience in solar energy solutions.""]",True
77,Absolute Solar,"Transforming the way you power your world, Absolute Solar is a one-stop-shop for innovative turnkey solar, battery, and EV charging solutions. Our comprehensive services include solar energy services, EV charger installation, and residential electrical services, designed to enhance the convenience and sustainability of your daily life.","4063 Grand Oak Dr. A-107, Lansing, MI, 48911",Lansing,MI,48911,15175805840,info@absolutesolar.com,http://absolutesolar.com,"[""Turnkey solar, battery, and EV charging solutions for homes and businesses. Services include solar energy services, EV charger installation, and residential electrical services.""]",False
78,Green Home Improvements,"At Green Home Improvements, we empower homeowners to create a healthier, more sustainable living space. Our team of experts provides personalized home improvement solutions, from energy-efficient upgrades to eco-friendly design consultations. By combining cutting-edge technology with a passion for the environment, we help families thrive in their homes for generations to come.","2240 W Woolbright Rd, Ste 315, Boynton Beach, FL, 33426",Boynton Beach,FL,33426,15618150010,,http://www.greenhomeimprovements.com,"[""Home improvement services""]",False
79,Aeterna Energy,"Aeterna Energy empowers commercial buildings and large residential units to harness the limitless potential of solar energy, paired with cutting-edge battery storage solutions. By providing a seamless integration of solar power and energy storage, we help our clients significantly reduce their utility bills, minimize their environmental footprint, and enjoy a sustainable energy future.","2645 Nutmeg Circle, Simi Valley, CA, 93065",Simi Valley,CA,93065,18058233232,,http://www.fridaymarketing.com/,"[""Solar and battery storage solutions for commercial buildings and large residential units, aiming to lower utility bills through solar with battery storage.""]",True
80,1stChoiceSoCalcontractors,"At 1stChoiceSoCalContractors, we're dedicated to helping homeowners turn their house into their dream home. With years of experience in roofing, exterior paint, solar, pavers, turf, and solar battery backup solutions, our team of experts provides top-notch quality and unparalleled customer service. Whether you're looking to enhance your home's curb appeal or increase its energy efficiency, we've got you covered. Let us help you create your perfect outdoor oasis and make your home stand out from the rest.",Southern California,Los Angeles,CA,,17605258512,1stChoiceSoCalContractors@gmail.com,http://1stchoicesocalcontractors.com/,"[""Home improvement and renovation projects, Roofing, Exterior Paint, Solar, Pavers, Turf, Solar battery back up, Roof Coating""]",True
81,A&J Electric INC,"At A&J Electric INC, we're dedicated to providing top-notch electrical solutions that illuminate your path to success. With a full-service contractor, we tackle every project with precision and care, ensuring your electrical needs are met with unparalleled expertise and professionalism.","616 South Avant Lane, Memphis, TN, 38105",Memphis,TN,38105,19012958868,ajelectric@aj-electricllc.com,http://aj-electricllc.com,"[""Electrical company with a full service contractor.""]",True
82,Harvest Solar,"Harvest Solar: Unlocking the Power of Renewable Energy
At Harvest Solar, we believe that a brighter future is within our grasp. As a leading provider of solar installations, maintenance, removals, and energy analysis services, we empower individuals and businesses to harness the limitless potential of solar energy. With a commitment to innovation and sustainability, we strive to create a cleaner, greener world for generations to come.

Join the Harvest Solar movement and discover the transformative power of solar energy for yourself.","2050 Forest Ln, # 370, Garland, TX, 75042",Garland,TX,75042,12149661782,,http://www.harvestsolarinc.com,"[""Solar installations, Solar maintenance, Solar panel removals, Energy analysis services, Solar panel reinstallations""]",False
83,512 Solar,"512 Solar is a premier solar panel design and installation contractor, serving businesses and homeowners alike. With expertise in residential and commercial solar design and installation, we provide top-notch solutions for a sustainable future. From Solar Panels to Solar Maintenance, Solar Service, EV Chargers, Roof Inspection, Roof Installation and Repair, and EV Charging Station Installation, we've got you covered.","1250 South Capital of Texas Highway, Bldg 3, Suite 400, Austin, TX, 78746",Austin,TX,78746,15123292117,info@512solar.com,http://www.512solar.com,"[""Solar panel design and installation contractor, serving businesses and homeowners. Residential and commercial solar design and installation, Solar Panels, Solar Maintenance, Solar Service, EV Chargers, Roof Inspection, Roof Installation and Repair, EV Charging Station Installation""]",True
84,Allied Roofing and Construction,"At Allied Roofing and Construction, we pride ourselves on providing top-notch roofing solutions for both residential and commercial clients. From storm damage repair to regular maintenance, our team of experts is equipped to handle any roofing need. We also offer siding installation, roof repairs, new roof installations, and more. Whether you're in need of a flat roof repair or an EPDM roof installation, we've got you covered. Contact us today to learn more about our services and how we can help you protect your property.","116 South Main Street, Suite 12, Lodi, NJ, 07644",Lodi,NJ,7644,19738512768,help@alliednj.com,http://alliedconstructionusa.com/,"[""Residential and commercial roofing, storm repair to regular maintenance, siding to roofing, roof repairs, new roof installations, flat roofs, flat roof repair, EPDM roofs, and roof coatings""]",True
85,"Dana Logsdon Roofing & Solar, Inc.","Dana Logsdon Roofing & Solar, Inc. is a trusted partner for all your roofing and solar needs. With a focus on providing exceptional service and top-notch products, we've established ourselves as a leading residential and commercial roofing contractor and solar installation expert. Our commitment to quality and customer satisfaction has earned us a reputation for reliability and trustworthiness.","1483 N. Cuyamaca St, El Cajon, CA, 92020",El Cajon,CA,92020,16193908177,dana@roofon.com,http://www.roofon.com,"[""Residential and Commercial Roofing Contractor and Solar Installation""]",True
86,H&K Energy Solutions LLC,"Harnessing the power of sustainable energy, H&K Energy Solutions LLC is a leading provider of innovative power systems and renewable energy solutions. With expertise in diesel, solar, wind, and hydro power, our team delivers comprehensive installation and repair services for remote and commercial clients. Trust us to power your business forward with reliable, efficient, and eco-friendly solutions.","2521 Mountain Village Dr B, Wasilla, AK, 99654",Wasilla,AK,99654,19072780110,info@handkenergy.com,http://www.handkenergy.com,"[""Diesel, Solar, Wind, Hydro, Inverters, Batteries, Power systems installation and repair, Remote and Renewable power solutions.""]",False
87,"FHK Construction, LLC","FHK Construction, LLC is a comprehensive solutions provider for general construction, electrical contracting, and more. With expertise in commercial/industrial maintenance, HVAC, plumbing, fire & security systems, and energy auditing, we offer a one-stop-shop for all your construction needs. From project management and scheduling to quality assurance and control services, our team is dedicated to delivering exceptional results. Whether it's village hire project supervision, healthcare facilities, or certified pool operators, we've got you covered. And with 24-hour call out services, you can rely on us for prompt assistance.","329 Driveway St, Fairbanks, Alaska, 99701",Fairbanks,AK,99701,19074792558,office@fhkconstruction.com,http://www.fhkconstruction.com/,"[""General Construction, Electrical Contracting, Commercial/Industrial Maintenance, HVAC, Plumbing, Fire & Security Systems & Alarms, Energy Auditing, Sign Design, Installation, & Repair, Engineering, Project Management, Scheduling, Quality Assurance & Control Services, Commissioning, Village Hire Project Supervision, Healthcare Facilities, Certified Pool Operators, 24 Hour Call Out Services""]",True
88,"E&W Electrical, LLC","E&W Electrical, LLC is a trusted provider of automatic stand-by generators, dedicated to empowering homes and businesses with reliable power solutions. Our team of experts delivers top-notch sales, installations, and service, ensuring seamless backup power systems that keep operations running smoothly and efficiently.","515 Meadowland Drive, Suite 100, Hillsborough, NC, 27278",Hillsborough,NC,27278,19192450200,info@ncgenerators.com,https://www.ncgenerators.com,"[""Generator sales, installations, and service of automatic stand-by generators""]",True
89,DC Illuminations,"DC Illuminations is a premier electrical contracting company that specializes in providing top-notch commercial, residential, and parking lot lighting services. With a focus on innovation and customer satisfaction, we deliver tailored solutions that illuminate spaces, enhance ambiance, and increase safety. Trust us to brighten up your world!","2671, Orchard Lake Road, Sylvan Lake, Michigan, 48230",Sylvan Lake,MI,48230,12486816458,not available,https://dcilluminations.com/,"[""electrical contracting company, commercial, residential, and parking lot lighting services""]",True
90,All Star Roofing,"At All Star Roofing, we pride ourselves on being the ultimate roofing, solar installation, and siding installation experts. With years of experience and a commitment to excellence, our team of skilled professionals will work tirelessly to ensure your home's exterior is protected, energy-efficient, and visually stunning. Trust us to be your go-to partner for all your roofing and exterior needs.","6650 Rivers Avenue N. North, Charleston, SC 29406",Charleston,SC,29406,18333607663,info@allstarroofers.com,http://www.allstarroofingandsolar.com,"[""Roofing, Solar Installation, Siding Installation, Gutters""]",True
91,Action Energy,"Action Energy: Empowering Your Sustainability Journey
At Action Energy, we revolutionize the way you harness the power of solar energy, energy storage, and electric vehicle charging. With our cutting-edge solutions, you can transform your home or business into a sustainable haven. From Tesla Solar Roof to roofing and solar services, our expert team is dedicated to helping you achieve your energy goals. Join the movement towards a cleaner, greener future with Action Energy.","629 n salsipuedes street
Santa Barbara, ca 93103",Santa Barbara,CA,93103,(805) 679-7979,admin@actionenergysb.com,http://www.actionenergysb.com,"[""Solar power, Energy Storage, Electric Vehicle Charging, Tesla Solar Roof, Roofing & Solar""]",True
92,Hoss Electric CO.,"Hoss Electric CO. - Revolutionizing the Way You Power Your Business. As a trusted partner in quality electrical services, we help businesses like yours optimize energy efficiency, reduce costs, and stay ahead of the curve with our cutting-edge solutions in electrical diagnostics, energy management, and more.","Denver, Colorado",Denver,CO,,13039406000,,http://www.hosselectricco.com/,"[""Quality Electrical Services, Electrical Diagnostics, Energy Management, Power Monitoring, Logging and Chart Recording, Generator Offset Peak Demand Timing, Power Systems Demand, Grid Optimization and Scheduling, LED Lighting and Solar & Wind Power""]",True
93,1 Star Energy,"1 Star Energy - Your trusted partner in the journey to sustainable energy solutions. As a Turn Key Integrator and Solar Consulting firm, we simplify the process of harnessing the power of the sun to fuel your business. Our expertise in energy-efficient solutions and solar integration enables you to reduce your carbon footprint, lower your energy costs, and maximize your profits. With our comprehensive services, you can rest assured that your energy needs are met, and your business is powered by the most sustainable source - the sun.","PO Box 40, Colleyville, TX, 76034",Colleyville,TX,76034,12398965725,dave@1starenergy.com,http://www.1starenergy.com,"[""Turn Key Integrator and Solar Consulting firm""]",True
94,Jamar Power Systems,"At Jamar Power Systems, we empower homes, businesses, and home builders to harness the limitless potential of solar and electrical power. With a suite of innovative services, including solar power systems, electrical services, lighting and automation systems, electric vehicle chargers, and more, we help our clients reduce their carbon footprint and save on energy costs. Trust us to illuminate your path to a brighter, more sustainable future.","9830 Prospect Ave., Suite D, Santee, CA, 92071",Santee,CA,92071,16194487770,,http://www.jamarpower.com,"[""Solar and Electrical services for homes, businesses, and home builders. Services include: Solar Power Systems, Electrical Services, Lighting and Automation Systems, Electric Vehicle Chargers, Solar Panel Installation, Solar Panel Repairs, Solar Inverter Repairs, Realtime Solar Monitoring & Alert Service.""]",False
95,Horizon Green Energy,"Horizon Green Energy is a pioneering force in the renewable energy industry. Leveraging cutting-edge technology, they empower businesses to transition seamlessly to sustainable practices, fostering a greener future for generations to come.","13051 Abercorn St., Ste B3 #440, Savannah, Georgia, 31419",Savannah,GA,31419,18669319007,,http://www.horizongreenenergy.com,"[""Not available""]",False
96,Jersey Solar Power Systems,"At Jersey Solar Power Systems, we empower individuals and businesses to harness the limitless energy of the sun. Our top-quality solar equipment and expert installation services ensure a seamless transition to renewable energy. With a focus on professionalism and customer satisfaction, we provide comprehensive maintenance solutions to maximize the efficiency of your solar system. Join the solar revolution with us and experience the benefits of sustainable energy.","35 Journal Square Plaza, Jersey City, NJ 07306",Jersey City,NJ,7306,12018851023,info@jerseysolarpowersystems.com,http://www.jerseysolarpowersystems.com,"[""Solar energy solutions provider, supply top-quality solar equipment, professional installation of new solar equipment and maintenance of existing ones""]",False
97,Galaxy Solar,"Galaxy Solar, a trailblazing solar energy solutions provider, empowers businesses to harness the limitless potential of the sun. By leveraging cutting-edge technology and innovative strategies, we help organizations reduce their carbon footprint, lower operational costs, and increase their bottom line. Join the solar revolution with Galaxy Solar, and discover a brighter future for your business.","5324 E. Fairbrook St., Mesa, AZ, 85205",Mesa,AZ,85205,14804159762,,http://www.galaxysolarco.com,"[""Solar Energy Solutions""]",False
98,ALL-PRO ELECTRIC,"At ALL-PRO ELECTRIC, we empower businesses to thrive in an ever-evolving digital landscape. Our comprehensive electrical construction and renovation services cater to Commercial, Retail, Medical, Industrial, and Educational industries, ensuring seamless connectivity and vital systems. From electrical construction to security systems, fire alarm, networking, and renewable energy, we deliver tailored solutions that drive success. With our 24/7 service department, utility, EV charging, and emergency restoration services, you can trust us to keep your operations running smoothly.","640, Boxford Road, Bradford, MA, 01835",Bradford,MA,1835,19784690100,info@allproelectric.com,http://www.allproelectric.com,"[""Electrical construction and renovation services for Commercial, Retail, Medical, Industrial, and Educational industries. Services include: Electrical Construction, Security Systems, Fire Alarm, Networking, Renewable Energy, Service Department, Utility, EV Charging, Emergency Restoration.""]",True
99,High Caliber Electric,"High Caliber Electric is the premier provider of residential and commercial electrical services, offering 24/7 emergency solutions and cutting-edge EV charging installations. Our team of experts is dedicated to delivering top-notch service, ensuring seamless and efficient operations. With High Caliber Electric, your business or home is in good hands.","Antioch, IL, 60002 United States",Antioch,IL,60002,12242377398,,http://www.highcaliberelectrical.com,"[""Residential & Commercial Electrical Services, 24/7 Emergency Services, EV Charging Installations""]",False
100,"First Choice Solar, Inc.","At First Choice Solar, Inc., we empower homeowners and businesses to harness the limitless energy of the sun. With our comprehensive solar system installation services, including rooftop solar installation, ground-mounted solar solutions, and battery backup power, we help our clients reduce their carbon footprint and save on energy costs. Our team of experts provides free pre-installation consultations and ongoing solar panel maintenance, updates, and monitoring to ensure optimal performance and peace of mind. Whether you're looking to upgrade your shingle, tile, metal, or flat roof, we've got you covered.","136 N Grand Ave No. 201, West Covina, CA, 91791",West Covina,CA,91791,16263432823,joe@1stchoicesolar.com,https://1stchoicesolar.com/,"[""Solar System Installation, Free Pre-installation Consultation, Rooftop Solar Installation, Ground Mounted Solar, Battery Backup Power, Solar Panel Maintenance, Updates & Monitoring, Shingle, Tile, Metal & Flat Roofs""]",False
101,"Advance: Solar, Hydro, Wind Power, Inc.","Advance: Solar, Hydro, Wind Power, Inc. is a pioneering force in harnessing the power of the sun, water, and wind. With a diverse portfolio of solar, hydro, and wind power systems and components, we empower individuals and businesses to join the renewable energy revolution. Our innovative products, including API LiFePO4 energy storage systems, solar thermal collectors, ceramic coatings, wind turbines, and hydroelectric systems, are designed to provide clean, sustainable energy solutions for a brighter future.","6331 N. State Street, Redwood Valley, California, 95470",Redwood Valley,CA,95470,17074850588,advance@advancepower.net,http://www.advancepower.net,"[""Solar, hydro, and wind power systems and components, including API LiFePO4 energy storage systems, solar thermal collectors, ceramic coatings, wind turbines, and hydroelectric systems.""]",True
102,Adams A+ Electric,"At Adams A+ Electric, we're dedicated to delivering top-notch electrical contracting services, tailored to meet the unique needs of our residential and commercial clients. With expertise in solar installation, we're committed to helping our customers reduce their energy footprint while enhancing their properties. Our team of skilled professionals is dedicated to providing exceptional service, ensuring your project is completed efficiently and effectively.","PO Box 1173, Greenfield, MA 01302",Greenfield,MA,1302,14135307017,Adamsapluselectric@yahoo.com,http://adamsapluselectric.com/,"[""Electrical contracting services, Residential, Commercial, Solar Installation""]",True
103,EnergyAid,"EnergyAid is the trusted partner for solar power owners, empowering them to maximize their system's output and savings through expert inspections, annual tune-ups, maintenance, and repairs. With comprehensive installation services for full systems, solar panels, and battery units, we ensure seamless performance and longevity. Experience the EnergyAid advantage and unlock the full potential of your solar investment.","1669, E Wilshire Ave #605,
Santa Ana, CA 92705",Santa Ana,CA,,18777870607,info@energyaid.net,http://www.energyaid.net,"[""Helping solar power owners optimize their systems’ output and savings with inspections, annual tune-ups, maintenance, and repairs. Provide new installation services for full systems, solar panels, and battery units, as well as maintenance.""]",False
104,A2Z solar consultant,"Unlock the power of renewable energy with A2Z Solar Consultant, your trusted partner for solar panels, commercial energy solutions, and efficiency improvements. Our team of experts will guide you through the process of harnessing the sun's energy to reduce your carbon footprint and lower your energy bills. From rooftop installations to comprehensive energy assessments, we'll help you achieve a sustainable future.","1342 Dogwood Trail, Lewisville, Texas, 75067",Lewisville,TX,75067,16028729266,,http://www.ueni.com/en-us/website/a2zsolarconsultant,"[""Renewable energy installation services, including solar panels on roofs, commercial energy installation, heat, water, and electricity efficiency improvement.""]",False
105,Good Faith Energy,"Good Faith Energy provides sustainable solutions for a brighter future. As a leading provider of solar and battery backup systems, EV chargers, and energy storage, we empower residential and commercial clients to take control of their energy needs. Our cutting-edge smart load management technology ensures efficient and reliable energy distribution. Experience the difference with Good Faith Energy's innovative approach to energy management.","4122 Billy Mitchell Dr, Addison, Texas 75001",Addison,TX,75001,19727776937,,http://www.goodfaithenergy.com,"[""Provides solar and battery backup systems for residential and commercial clients, EV chargers, energy storage, and smart load management.""]",False
106,Huffman Solar,"Huffman Solar: Revolutionizing the Solar Industry with Optimal Designs and Expert Installations. Our team of experts uses cutting-edge technology to design and install solar PV systems that maximize energy production and minimize costs. With a focus on exceptional customer service and unparalleled expertise, we empower homeowners and businesses to harness the power of the sun and reduce their carbon footprint.","1896 Creek Dr, San Jose, CA 95125",San Jose,CA,95125,14084063591,not available,http://www.huffmansolar.com/,"[""Solar PV Installations, optimal designs, identification of optimal equipment and installation methodology""]",True
107,Aten Concepts,"Aten Concepts brings the power of innovation to the world of renewable energy. Our full lineup of top-quality commercial and residential solar services, including consultation, installation, and roofing, empowers homeowners and businesses to reduce their carbon footprint and increase their energy independence. With expert guidance and cutting-edge technology, we help our clients harness the sun's energy to drive growth, sustainability, and a brighter future.","87 Beaver Street, ​Waltham, MA 02453",Waltham,MA,2453,17812098601,,https://www.example.com,"[""Full lineup of top quality commercial and residential solar services, including consultation, installation, roofing and more.""]",True
108,Alliance Roofing,"At Alliance Roofing, we specialize in providing top-notch residential and commercial roofing services. Our expertise lies in installing new roofs, re-roofing, and repairing existing ones. We offer a wide range of premium materials, including metal, tile, and shingles, as well as copper and slate. Additionally, we provide home repair services such as gutter, flashing, and soffit and fascia repair or replacement, ensuring your home is protected from the elements.","28, Commerce Street, Glastonbury, CT, 06033",Glastonbury,CT,6033,18606337243,info@allianceroofing.com,http://www.allianceroofing.com/,"[""Residential and commercial roofing services, including new roof installation, re-roofing, and roof repairs. They specialize in metal, tile, and shingles, and offer premium roofing types like copper and slate. They also provide home repair services like gutter, flashing, and soffit and fascia repair or replacement.""]",True
109,1st American Design & Constrution,"At 1st American Design & Construction, we empower our clients to turn their visions into reality by combining innovative architectural design, expert construction, and a passion for historic renovation and remodeling. With a focus on sustainability, we also provide commercial and residential solar solutions. Our team of dedicated professionals is committed to delivering exceptional results, exceeding client expectations, and building long-lasting relationships.","11414 N 1st Ave Oro Valley, AZ 85737",Oro Valley,AZ,85737,15202751880,FASTech-AZ@aol.com,http://www.1stamericandesign.com,"[""Architectural design, residential and commercial construction, historic renovation & remodeling, kitchen design, commercial and residential solar solutions.""]",True
110,Copiague Commercial Solar Clean Energy Systems,"Copiague Commercial Solar Clean Energy Systems harnesses the limitless power of the sun to illuminate the path to sustainable success. Our team of experts provides high-quality solar installation services, backup power solutions, and customized solar solutions for residential and commercial clients. By partnering with us, businesses can reduce their carbon footprint, lower their energy bills, and increase their bottom line.","985 Howard Ave, Copiague, NY, 11726",Copiague,NY,11726,16318101126,,http://www.copiaguesolarcleanenergysystems.com,"[""High-quality solar installation services, backup power solutions, customized solar solutions for residential and commercial clients""]",False
111,Earth Wind and Solar Energy,"At Earth Wind and Solar Energy, we harness the power of nature to bring sustainable energy solutions to residential and commercial properties. Our team of experts designs and installs solar PV, solar thermals, wind turbines, and geothermal systems, as well as energy-efficient lighting. We empower our clients to reduce their carbon footprint and save on energy costs, while also contributing to a cleaner, healthier environment.","4831 West Wilson, Chicago, IL 60630",Chicago,IL,60630,13122439933,info@EarthWindandSolarEnergy.com,https://www.earthwindsolarenergy.com,"[""Design and installation of solar PV, solar thermals, wind turbines, geothermal, and energy efficient lighting for residential and commercial applications""]",False
112,Georev,"Georev Information is a pioneering environmental services company that empowers public agencies, governments, and private industries to drive sustainable growth. By integrating cutting-edge solutions, we deliver IT resources, engineering, and programming services to shape the future of new and established enterprises.","2408 Clearwater Cir, Macon, Georgia, 31217",Macon,GA,31217,16786322808,,http://www.georev.com,"[""Leading edge environmental services for public agencies, government and private industry. Georev integrates a growth matrix of cutting edge solutions by supplying IT Resources and staffing, Engineering, and IT Programming & Development Services for new and established enterprises.""]",True
113,"Innovative Energy Conservation, LLC","Innovative Energy Conservation, LLC is a pioneering force in the industry, revolutionizing the way businesses approach energy efficiency. By harnessing the power of lighting retrofits, solar design and installation, and value engineering, we empower our clients to reduce their environmental footprint while increasing their bottom line. With our cutting-edge expertise, we help businesses thrive in a sustainable future.","17A, Progress St, Edison, NJ, 08820",Edison,NJ,8820,17328411308,not available,https://www.innenergy.com/,"[""Lighting Retrofits, Solar Design & Install, Value Engineering""]",True
114,15 lightyears,"At 15 Lightyears Information, we empower builders and property owners to create sustainable and high-performing construction projects. Our comprehensive clean energy solutions ensure optimal performance and maximum energy savings. From testing and verifying new projects to offering expert maintenance and operations services, we deliver innovative solutions for a brighter future.","350 S Ronald Reagan Blvd., Longwood, Florida, 32750",Longwood,FL,32750,18554381515,info@15lightyears.com,http://15lightyears.com,"[""We test, verify, and certify new construction projects with the goal of higher performance and greater energy savings. We offer comprehensive clean energy solutions for builders and property owners. Our services include testing, verifying, and certifying new construction projects to ensure they achieve optimal performance and maximum energy savings. Commercial Energy Projects, Commercial Solar Operations and Maintenance, Residential Projects, Electrical Upgrades, Battery Storage, Electric Vehicle & Tesla Charging, Home Standby Back Up Generators, Micro-Grid Ready, Rooftop Solar: Shingle, Metal, Flat, Ground Mount Solar""]",True
115,Jackpot Electric,"Jackpot Electric is a premier provider of electrical services, empowering homes, communities, and businesses with innovative solutions. From residential installations to commercial developments, our team of experts delivers top-notch workmanship, ensuring seamless integration and maximum efficiency. With a focus on sustainability, we also specialize in solar and EV installations, helping customers reduce their carbon footprint and save on energy costs.","217 Fall Creek Drive, Kyle, TX, 78640",Kyle,TX,78640,15124249770,,https://www.jackpot-electric.com,"[""Residential, multifamily, commercial, and Solar/EV installations""]",False
116,"Arceneaux Electrical Service, LLC","At Arceneaux Electrical Service, LLC, we're passionate about illuminating your world. As a premier provider of residential and commercial electrical services, we pride ourselves on delivering top-notch solutions for all your lighting, generator, and solar panel needs. From repairs to installations, our team of experts is dedicated to providing exceptional service and ensuring your safety and satisfaction.","Breaux Bridge, Louisiana, 05417",Breaux Bridge,LA,5417,13373692263,info@arceneauxelectricalservice.com,http://www.breauxbridgeelectrician.com,"[""Residential Electrician, Commercial Electrician, Lighting Repair, generators, solar panel installation, and more""]",True
117,Accel Federal Energy Services LLC,"Accel Federal Energy Services LLC: Empowering Sustainable Energy Solutions. As a leading provider of professional solar, structural, electrical, and site engineering services, we partner with solar contractors and developers to bring clean energy to the forefront. With our expertise, clients can trust that their projects are designed, engineered, and executed with precision and care, ultimately driving a greener future for all.","1616 H Street NW, Washington, DC, 20006",Washington,DC,20006,12029999435,,http://www.afes.us,"[""Professional solar, structural, electrical and site engineering services to solar contractors and developers.""]",True
118,AFC Electric,"AFC Electric: Empowering homes and businesses with innovative electrical solutions. We specialize in residential construction, commercial construction, service, and maintenance, delivering exceptional results and unmatched customer satisfaction.","10550 Abernathy St., Bonita Springs, FL, 34135",Bonita Springs,FL,34135,12394983131,,http://afcelectric.com/,"[""Electrical solutions for homes and businesses, including residential construction, commercial construction, service and maintenance.""]",True
119,Hillside Expert Electrical,"At Hillside Expert Electrical, we pride ourselves on delivering tailored solutions for your residential and commercial electrical needs. From whole house rewires to panel upgrades, our team of experts provides top-notch service with a focus on safety, efficiency, and customer satisfaction. Whether you're a homeowner, landlord, or business owner, we're here to help you light up your world.","1464 Lincoln Ave, Unit C-3, Pasadena, CA, 91103",Pasadena,CA,91103,18188965400,gary@hillsidegeneral.com,http://www.hillsideexpertelectrical.com,,False
120,Florida Home360,"Florida Home360: Your One-Stop Shop for Home Renovations. Impact Windows & Doors, Roof Replacement, and Solar Panels - we've got you covered. With our cutting-edge solutions, you can elevate your home's curb appeal, energy efficiency, and overall value. Trust us to transform your living space into a beautiful, functional, and sustainable haven.","17842 NW 2nd St, Pembroke Pines , FL, 33029",Pembroke Pines,FL,33029,19544663406,,https://www.floridahome360.com/,"[""Impact Windows & Doors, Roof Replacement, and Solar Panels""]",True
