id,name,description,address,city,state,zip_code,phone,email,website,services
117,"Innovative Energy Conservation, LLC","Lighting Retrofits, Solar Design & Install, Value Engineering","17A, Progress St, Edison, NJ, 08820",NJ,NJ,8820,17328411308,,http://index-1.html,"[""Lighting Retrofits, Solar Design & Install, Value Engineering""]"
118,15 lightyears,"We test, verify, and certify new construction projects with the goal of higher performance and greater energy savings. We offer comprehensive clean energy solutions for builders and property owners. Our services include testing, verifying, and certifying new construction projects to ensure they achieve optimal performance and maximum energy savings. Commercial Energy Projects, Commercial Solar Operations and Maintenance, Residential Projects, Electrical Upgrades, Battery Storage, Electric Vehicle & Tesla Charging, Home Standby Back Up Generators, Micro-Grid Ready, Rooftop Solar: Shingle, Metal, Flat, Ground Mount Solar","350 S Ronald Reagan Blvd., Longwood, Florida, 32750",Florida,FL,32750,18554381515,info@15lightyears.com,http://15lightyears.com,"[""We test, verify, and certify new construction projects with the goal of higher performance and greater energy savings. We offer comprehensive clean energy solutions for builders and property owners. Our services include testing, verifying, and certifying new construction projects to ensure they achieve optimal performance and maximum energy savings. Commercial Energy Projects, Commercial Solar Operations and Maintenance, Residential Projects, Electrical Upgrades, Battery Storage, Electric Vehicle & Tesla Charging, Home Standby Back Up Generators, Micro-Grid Ready, Rooftop Solar: Shingle, Metal, Flat, Ground Mount Solar""]"
119,Jackpot Electric,"Residential, multifamily, commercial, and Solar/EV installations","217 Fall Creek Drive, Kyle, TX, 78640",TX,TX,78640,15124249770,,https://www.jackpot-electric.com,"[""Residential, multifamily, commercial, and Solar/EV installations""]"
120,"Arceneaux Electrical Service, LLC","Residential Electrician, Commercial Electrician, Lighting Repair, generators, solar panel installation, and more","Breaux Bridge, Louisiana, 05417",Louisiana,LA,5417,13373692263,info@arceneauxelectricalservice.com,http://www.breauxbridgeelectrician.com,"[""Residential Electrician, Commercial Electrician, Lighting Repair, generators, solar panel installation, and more""]"
121,Accel Federal Energy Services LLC,"Professional solar, structural, electrical and site engineering services to solar contractors and developers.","1616 H Street NW, Washington, DC, 20006",DC,,20006,12029999435,,http://www.afes.us,"[""Professional solar, structural, electrical and site engineering services to solar contractors and developers.""]"
122,AFC Electric,"Electrical solutions for homes and businesses, including residential construction, commercial construction, service and maintenance.","10550 Abernathy St., Bonita Springs, FL, 34135",FL,FL,34135,12394983131,,http://afcelectric.com/,"[""Electrical solutions for homes and businesses, including residential construction, commercial construction, service and maintenance.""]"
123,Hillside Expert Electrical,"Hillside provides homeowners, landlords, property managers, building contractors and businesses with general construction and electrical services.
Residential and Commercial services
We are eager to service homes; whether whole house rewires, or panel upgrades. We are the leader for Panel Upgrade Pasadena residents call on. Landlords and contractors call on us for commercial, retail, and restaurant electrical Tenant Improvment.","1464 Lincoln Ave, Unit C-3, Pasadena, CA, 91103",CA,CA,91103,18188965400,"mymail@mailservice.com, gary@hillsidegeneral.com",http://www.hillsideexpertelectrical.com,
124,Florida Home360,"Impact Windows & Doors, Roof Replacement, and Solar Panels","17842 NW 2nd St, Pembroke Pines , FL, 33029",FL,FL,33029,19544663406,,https://www.floridahome360.com/,"[""Impact Windows & Doors, Roof Replacement, and Solar Panels""]"
125,DRS of Central FL,Roofing and Solar Contractor,"6107 Anno Ave, Orlando, FL 32809",Orlando,FL,32809,4072401225,,http://www.drs-roofing.com,"[""Roofing and Solar Contractor""]"
126,Earth Centric Solar,"Residential and commercial solar services, solar batteries, EV charging systems, solar water pumps, and solar lamps","439 Columbia Rd, #210, Hanover, MA 02339",Hanover,MA,2339,17743318793,,http:///,"[""Residential and commercial solar services, solar batteries, EV charging systems, solar water pumps, and solar lamps""]"
127,Golden Valley Solar,"Solar Panel Installation, Solar Panel Cleaning, Energy Storage, Maintenance & Repair, Critter-Proofing","14221 Skyview Road, Madera, CA, 93636",CA,CA,93636,15595980827,,https://www.goldenvalleysolar.com,"[""Solar Panel Installation, Solar Panel Cleaning, Energy Storage, Maintenance & Repair, Critter-Proofing""]"
128,Hill Country Solar LLC,"Licensed electrical contractor specializing in solar photovoltaic (PV) electric systems, grid-connected and off-grid solar PV systems for all scales of emergency backup and standalone power systems.","135 East Main St, Suite 221, Fredericksburg, TX, 78624",TX,TX,78624,15129245525,sales@hillcountrysolar.net,https://www.hillcountrysolar.com,"[""Licensed electrical contractor specializing in solar photovoltaic (PV) electric systems, grid-connected and off-grid solar PV systems for all scales of emergency backup and standalone power systems.""]"
129,100k Solar,"Residential and Commercial Solar Installation, Benefits of Solar, Tax Incentives","22 Mediterranean Ct, Barnegat, NJ, 08005",NJ,"NJ, TX",8005,17328148087,,http://100ksolar.com,"[""Residential and Commercial Solar Installation, Benefits of Solar, Tax Incentives""]"
130,"EduTech Systems, Inc.","Sales, installation, and service of solar, wind, communications, point to point wireless, and fiber systems","8325 Lee Blvd., Leawood, KS 66206",Leawood,KS,66206,19136454691,pgraff@edutechsystems.com,https://www.edutechsystems.com,"[""Sales, installation, and service of solar, wind, communications, point to point wireless, and fiber systems""]"
131,A1A Solar,"PV + batteries, HVAC, hot water, & energy efficiency solutions for home and business.","10418, New Berlin Rd, Unit 223, Jacksonville, FL, 32226",FL,FL,32226,19044687861,info@a1asolar.com,http://www.a1asolar.com/,"[""PV + batteries, HVAC, hot water, & energy efficiency solutions for home and business.""]"
132,Georgia Solar Company | Local Solar Installer | Locally Owned & Operated,"Residential and Commercial Solar Installer, Battery Backup Storage, EV Chargers, Solar Energy Systems, etc.","2931, Lewis Street NW, Ste 300, Kennesaw, GA, 30144",GA,GA,30144,17704857438,,http://www.creativesolarusa.com,"[""Residential and Commercial Solar Installer, Battery Backup Storage, EV Chargers, Solar Energy Systems, etc.""]"
133,Green Prepper,"Residential solar installation, monitoring, and maintenance.","1800 Wells Valley Rd, Wells Tannery, PA 16691",Wells Tannery,PA,16691,18142123836,info@greenprepper.com,http://www.greenprepper.com,"[""Residential solar installation, monitoring, and maintenance.""]"
134,A+ Circuit Solutions,Your one-stop-shop for comprehensive electrical and solar solutions.,"4317 South Farm Road 137, Springfield, MO 65810",Springfield,MO,65810,14173804021,apluscircuit@gmail.com,http://apluselectricianspringfield.com/,"[""Your one-stop-shop for comprehensive electrical and solar solutions.""]"
135,"Glesco Electric, Inc.","Electrical contractor providing services such as commercial, industrial, and institutional electrical work, including pre-construction, design/build, solar, and facility/plant maintenance.","3103 E. Tatman Court, Suite 103, Urbana, IL 61802",Urbana,IL,61802,12173287700,,https://www.glescoelectric.com,"[""Electrical contractor providing services such as commercial, industrial, and institutional electrical work, including pre-construction, design/build, solar, and facility/plant maintenance.""]"
136,Abco Design & Remodeling,"Commercial and residential home repair, restoration, renovation and remodeling, interior and exterior remodeling, new construction and remodeling solutions, Kitchen & Bathroom Remodel, Bathroom Renovation & Kitchen Remodel Solutions, Residential & Commercial General Contractor Kitchen & Bathroom Home Remodeling, Repair, Renovations, Improvement, Restoration, Construction, Room Additions, Handyman, Flooring (Carpet, Tile, Granite), Concrete, Windows & Doors (Installation, Replacement), Counter Tops, Dry Wall, Painting (Interior, Exterior), Masonry, Stucco, Emergency Water Flood Damage Restoration","67-777 E Palm Canyon Dr #7, Cathedral City, CA, 92234",CA,CA,92234,17609029207,info@abcoconstructioncompany.com,http://www.abcoconstructioncompany.com,"[""Commercial and residential home repair, restoration, renovation and remodeling, interior and exterior remodeling, new construction and remodeling solutions, Kitchen & Bathroom Remodel, Bathroom Renovation & Kitchen Remodel Solutions, Residential & Commercial General Contractor Kitchen & Bathroom Home Remodeling, Repair, Renovations, Improvement, Restoration, Construction, Room Additions, Handyman, Flooring (Carpet, Tile, Granite), Concrete, Windows & Doors (Installation, Replacement), Counter Tops, Dry Wall, Painting (Interior, Exterior), Masonry, Stucco, Emergency Water Flood Damage Restoration""]"
137,Joseph Ward Enterprises Inc.,"Roof repair, roof restoration, roof replacement, roof inspections, broken/missing shingle replacement, emergency storm repairs, fascia and soffit replacement, wall flashing, accessories, GACO treatments","337 1st Street, Jupiter, FL, 33458",FL,FL,33458,15617418919,,http://www.joewardroofing.com,"[""Roof repair, roof restoration, roof replacement, roof inspections, broken/missing shingle replacement, emergency storm repairs, fascia and soffit replacement, wall flashing, accessories, GACO treatments""]"
138,Ed's Green Energy,"Solar Energy, Sustainable Energy Products, Home Heating Oil Deals","1443 E Noxon Rd, Lagrangeville, NY 20154",Lagrangeville,NY,20154,18455468448,,https://www.edsgreenenergy.com/,"[""Solar Energy, Sustainable Energy Products, Home Heating Oil Deals""]"
139,365 SOLAR,Leading local solar innovation company. Solar panels that consistently deliver more energy & long-term peace of mind to clients.,"20474 Carrey Rd., Walnut, CA 91789",Walnut,US,91789,16266721668,info@365solar.net,http://www.365solar.net,"[""Leading local solar innovation company. Solar panels that consistently deliver more energy & long-term peace of mind to clients.""]"
140,"A.G.E. Electric, LLC","Residential and Commercial wiring, Generator installations and Solar wiring. Electrical services include: Residential and Commercial Electrical wiring, New Electrical Installations, Remodeling Electrical Wiring, Generator Sales, Installation and service, Landscape and security lighting, New construction electrical, Hot tub and spa electrical, Ceiling fan installation, Solar panels, Exterior lighting installation, Remodeling electrical, Electrical repair, Lighting installation, Generator Installation & Service, Electric outlets and circuits installation, Security & landscape lighting installation, Track and accent lighting installation, Electrical wiring – Interior/Exterior, Specialty indoor and outdoor lighting, Ceiling fan installation, Electrical panel upgrades, Circuit breaker replacements, Power surge suppressor, Home theater installation, Home automation, Surge protection, Electrical heating, In floor heating, Electrical Retrofitting, Electrical home inspection, Emergency electrical, Structured cabling, Commercial lighting","Holyoke, MA, 01040",MA,MA,1040,14135622988,ageelectricllc@gmail.com,http://www.ageelectricllc.net,"[""Residential and Commercial wiring, Generator installations and Solar wiring. Electrical services include: Residential and Commercial Electrical wiring, New Electrical Installations, Remodeling Electrical Wiring, Generator Sales, Installation and service, Landscape and security lighting, New construction electrical, Hot tub and spa electrical, Ceiling fan installation, Solar panels, Exterior lighting installation, Remodeling electrical, Electrical repair, Lighting installation, Generator Installation & Service, Electric outlets and circuits installation, Security & landscape lighting installation, Track and accent lighting installation, Electrical wiring – Interior/Exterior, Specialty indoor and outdoor lighting, Ceiling fan installation, Electrical panel upgrades, Circuit breaker replacements, Power surge suppressor, Home theater installation, Home automation, Surge protection, Electrical heating, In floor heating, Electrical Retrofitting, Electrical home inspection, Emergency electrical, Structured cabling, Commercial lighting""]"
141,"All-Star Electric, Inc.",Electrical contracting firm serving New York City and New Jersey. Electrical maintenance and repair services,"308 Railroad Avenue, Hackensack, NJ, 07601",NJ,NY,7601,12013428686,,http://www.all-star-electric.com,"[""Electrical contracting firm serving New York City and New Jersey. Electrical maintenance and repair services""]"
142,14er Exteriors,Roofing & Solar Solutions,,,CO,,17206160681,Marketing@14erext.com,http://www.14erext.com,"[""Roofing & Solar Solutions""]"
143,eternaltx.com,Not available,"Tyler, TX, 75703",TX,TX,75703,19036001775,,http://www.eternaltx.com,"[""Not available""]"
144,Accutek Solar,"Solar electric (PV) systems, and Kohler backup generators, electrical installation and repair services, solar thermal systems installation","9797 S. Rangeline Road, Clinton, IN, 47842",IN,"IN, IL",47842,18128787343,solarseth7@yahoo.com,http://www.accuteksolar.com,"[""Solar electric (PV) systems, and Kohler backup generators, electrical installation and repair services, solar thermal systems installation""]"
145,"Sunrun solar panels, sun power panels, Tesla Battery backup","Renewable Solar Solutions! Solar Panels, Installation, Maintenance, Financing Options, Whole Home Battery Backup, Uninterrupted Power, Renewable Energy",United States,,CA,,16263914009,d.gonzalez@dgpsolar.com,http://www.dgpsolar.com,"[""Renewable Solar Solutions! Solar Panels, Installation, Maintenance, Financing Options, Whole Home Battery Backup, Uninterrupted Power, Renewable Energy""]"
146,ACP Construction & Eco Energy Inc.,"Roofing, Solar Panels, Windows and Doors","1905 NW 18th St., Bldg D, Suite 1, Pompano Beach, FL, 33069",FL,FL,33069,15612322560,info@acpconstructioninc.com,http://www.acpconstructioninc.com,"[""Roofing, Solar Panels, Windows and Doors""]"
147,ACR Solar,"Solar Home Electric, Solar New Construction, Solar Commercial, Solar Pool Heating, Roofing, EV Charger, Battery Backup systems","5840 Gibbons Dr Suite H, Carmichael, CA, 95608",CA,CA,95608,19164367510,,http://acrsolar.com,"[""Solar Home Electric, Solar New Construction, Solar Commercial, Solar Pool Heating, Roofing, EV Charger, Battery Backup systems""]"
148,All Seasons Roofing & Waterproofing Inc.,"Commercial roofing, industrial roofing, office buildings, and multi-family homeowner associations, roof repair & maintenance, waterproofing services.","1720 Smith Ave, San Jose, CA, 95112",CA,CA,95112,14089714455,,http://www.allseasonsroof.com/,"[""Commercial roofing, industrial roofing, office buildings, and multi-family homeowner associations, roof repair & maintenance, waterproofing services.""]"
149,Fidelity Solar Energy,Provides solar energy solutions,"401 E. Las Olas Blvd, Suite 1400-B, Ft. Lauderdale, FL, 33301",FL,FL,33301,19544669667,,http://www.fidelitysolarenergy.com,"[""Provides solar energy solutions""]"
150,1UP Solar,"Solar industry professionals, renewable energy solutions, design and install solar panel systems, energy efficiency projects","550 W B St, 4th Floor, San Diego, CA 92101",San Diego,,92101,18337693763,,http:///,"[""Solar industry professionals, renewable energy solutions, design and install solar panel systems, energy efficiency projects""]"
151,"DDP Electric, Inc.","Residential electric services, including light installations, new construction electrical, hot tub and spa electrical, ceiling fan installation, residential electrical, exterior lighting installation, remodeling electrical, electrical repair, lighting installation, standby generators.","El Centro, CA 92243",El Centro,CA,92243,17606201805,delbert_widmann@hotmail.com,http://www.electricianelcentroca.com,"[""Residential electric services, including light installations, new construction electrical, hot tub and spa electrical, ceiling fan installation, residential electrical, exterior lighting installation, remodeling electrical, electrical repair, lighting installation, standby generators.""]"
152,AA Solar,"Solar panel installation, committed to helping the State achieve 100% carbon free energy by 2045.","11015 Victory Blvd., North Hollywood, CA, 91606",CA,CA,91606,18186054623,info@aasolarhome.com,http://www.aasolarhome.com,"[""Solar panel installation, committed to helping the State achieve 100% carbon free energy by 2045.""]"
153,"Highpoint Solar, Inc.","Specializing in meeting the unique solar power needs of our eastern Sierra communities, offering affordable residential and commercial solar power systems.","1335 Rocking W Drive #198, Bishop, CA 93514",Bishop,CA,93514,17609375849,,https://www.highpointsolar.com,"[""Specializing in meeting the unique solar power needs of our eastern Sierra communities, offering affordable residential and commercial solar power systems.""]"
154,Electric Sun LLC,"Electrical services, including Solar, remodel, new installation, electrical troubleshooting and repair, breaker and GFCI installation, residential remodels, EV car chargers, new construction, property maintenance, residential and commercial service work","1240 S Reed St, Lakewood, CO",Lakewood,CO,,12693300615,Tim.Hessen@electricsunllc.com,https://www.electricsunllc.com,"[""Electrical services, including Solar, remodel, new installation, electrical troubleshooting and repair, breaker and GFCI installation, residential remodels, EV car chargers, new construction, property maintenance, residential and commercial service work""]"
155,InterMountain Electric Company,"Renewable Energy, Reliable Solutions, Electrical Construction, Design-Build, Energy Solutions, Solar Power, Lighting Retrofits, Energy Storage, Car Charging Stations","947 Washington St, San Carlos, CA 94070",San Carlos,CA,94070,16505917118,,http:///,"[""Renewable Energy, Reliable Solutions, Electrical Construction, Design-Build, Energy Solutions, Solar Power, Lighting Retrofits, Energy Storage, Car Charging Stations""]"
156,"JMAC Electric, LLC","Residential, Commercial, Industrial, Solar/Inverter Panel Upgrades, Fire Alarm Systems, Communication Lines, Backup Generator Installation, Green Energy Solutions","1010 E. Pennsylvania Street, Ste 204 ,Tucson, AZ, 85714-1669",AZ,AZ,857141669,15202091621,info@jmacelectric.com,https://jmacelectric.com,"[""Residential, Commercial, Industrial, Solar/Inverter Panel Upgrades, Fire Alarm Systems, Communication Lines, Backup Generator Installation, Green Energy Solutions""]"
157,Accura Electrical,"Electrical services for residential, commercial, and industrial sectors.","6187 NW, 167th St, Suite H3, Miami Lakes, FL 33014",Miami Lakes,FL,33014,13058273827,,http://www.accuraelectrical.com,"[""Electrical services for residential, commercial, and industrial sectors.""]"
158,"ImacuTech, LLC","Mechanical Contractors with Solutions, HVAC and Energy Conservation practices","Philadelphia, Pennsylvania
United States",Philadelphia,PA,,12156507436,,http://www.imacutech.com,"[""Mechanical Contractors with Solutions, HVAC and Energy Conservation practices""]"
159,Associated Heating,HVAC & Solar Contractor,"1355 Abbott St, #8, Salinas, CA, 93906",CA,CA,93906,18317574577,office@associatedheating.net,https://www.associatedheating.net,"[""HVAC & Solar Contractor""]"
160,High End Power,"Electrical work, EV charger installation, Main Service panel Upgrade, Solar System Installation, Solar Troubleshooting, Light Fixture Installation, Security Camera Installation, Recessed Light Installation, Residential Wiring, TV Installation","Santa Clarita, CA, 91350 United States",CA,CA,91350,18183346031,,http://www.highendpower.com,"[""Electrical work, EV charger installation, Main Service panel Upgrade, Solar System Installation, Solar Troubleshooting, Light Fixture Installation, Security Camera Installation, Recessed Light Installation, Residential Wiring, TV Installation""]"
161,Efficienado Solutions LLC,Turnkey energy efficiency Solutions project Management Company with strategic focus on environmental sustainability to help businesses achieve a carbon neutral footprint that contributes to a better world for everyone!,"1150 Sixth Avenue, Suite 2, 6th FL, New York, NY 06458",New York,NY,6458,13475654630,info@efficienados.com,http://www.efficienados.com,"[""Turnkey energy efficiency Solutions project Management Company with strategic focus on environmental sustainability to help businesses achieve a carbon neutral footprint that contributes to a better world for everyone!""]"
162,Adis Electric,"Electrical services including circuits, breakers, panels, commercial electric services, construction & renovation, EV charger install, home improvement, lighting, security, repairs, solar panel install, generator install, smart home systems","Plano, TX",Plano,TX,,12146131000,,http://www.adiselectric.com,"[""Electrical services including circuits, breakers, panels, commercial electric services, construction & renovation, EV charger install, home improvement, lighting, security, repairs, solar panel install, generator install, smart home systems""]"
163,Crabbe Service Co Inc,"Residential and Commercial HVAC Company, Installation, Maintenance, Emergency Repairs, Electrical Services, Geothermal Services","3410 Maple Avenue, Burlington, NC 27215",Burlington,NC,27215,13362266095,,http://www.crabbeservice.com,"[""Residential and Commercial HVAC Company, Installation, Maintenance, Emergency Repairs, Electrical Services, Geothermal Services""]"
164,Advanced Data Technologies,Designs and installs showcase structured connectivity solutions across all markets.,"1075 Shore Road, Naperville, IL 60563",Naperville,IL,60563,16303553113,info@webadt.com,http://webadt.com,"[""Designs and installs showcase structured connectivity solutions across all markets.""]"
165,8MSolar,"Residential and commercial solar panel installation, solar panel repairs, removals, reinstallation, solar battery storage & backup, EV charging installation. Hardware agnostic solar panels for homes, businesses, and non-profits","5112 Departure Drive, Raleigh, NC, 27616",NC,"NC, OH, SC, VA",27616,19199486474,sales@8msolar.com,http://8msolar.com,"[""Residential and commercial solar panel installation, solar panel repairs, removals, reinstallation, solar battery storage & backup, EV charging installation. Hardware agnostic solar panels for homes, businesses, and non-profits""]"
166,J.G. Family Solar,"Description of business, products, or services offered: Solar Installation, Solar Panels, Solar Energy, Energy Freedom, Renewable Energy, Clean Energy","Worcester, MA, 01604",MA,MA,1604,17748230937,Jeffgaskill@boundlessenergyco.com,https://www.boundlessenergyco.com,"[""Description of business, products, or services offered: Solar Installation, Solar Panels, Solar Energy, Energy Freedom, Renewable Energy, Clean Energy""]"
167,A1 Sun,Residential solar and energy storage design and installation company.,"1435, 4th Street, Berkeley, CA, 94710",CA,CA,94710,15105265715,sales@a1suninc.com,http://www.a1suninc.com,"[""Residential solar and energy storage design and installation company.""]"
168,Jarvis Electric,"Electrical services including new home electric service installations, residential and commercial remodels, whole house rewire, city inspections, private inspections, EV chargers, whole house generators, minor troubleshooting, residential and commercial lighting upgrades, and Ameren Illinois Energy Efficiency Program","1604 N Illinois St, Swansea, IL, 62226",IL,IL,62226,16188060217,info@jarvis-electric.com,http://www.jarvis-electric.com,"[""Electrical services including new home electric service installations, residential and commercial remodels, whole house rewire, city inspections, private inspections, EV chargers, whole house generators, minor troubleshooting, residential and commercial lighting upgrades, and Ameren Illinois Energy Efficiency Program""]"
169,Evans Roofing Company Inc.,"Full-service contracting company serving Southern California, specializing in roofing, roof coating systems, and repairs & maintenance","2020 South Yale Street, Santa Ana, CA, 92704-3974",CA,CA,927043974,18005400028,info@evansroofing.com,http:///,"[""Full-service contracting company serving Southern California, specializing in roofing, roof coating systems, and repairs & maintenance""]"
170,Enterprise Roofing,"Residential and Commercial Roofing, Roof Replacement, Roof Repair, Roof Inspection, Siding, Fascia Wrap & Shutters, Gutters & Downspouts, Skylights & Chimney Caps","1021 Irving Avenue, Dayton, OH",Dayton,OH,,19372988664,info@enterpriserfg.com,https://enterpriserfg.com,"[""Residential and Commercial Roofing, Roof Replacement, Roof Repair, Roof Inspection, Siding, Fascia Wrap & Shutters, Gutters & Downspouts, Skylights & Chimney Caps""]"
171,"Absolutely Solar, Inc.","Design and installation of quality electrical systems, solar photovoltaic energy solutions for residential, commercial, and utility-scale projects. Portfolio assessment, Title 24 and New Construction consulting, Project Funding guidance.","P.O Box 811216, Los Angeles, CA, 90026",CA,CA,90026,13232061553,,http://www.absolutelysolar.com,"[""Design and installation of quality electrical systems, solar photovoltaic energy solutions for residential, commercial, and utility-scale projects. Portfolio assessment, Title 24 and New Construction consulting, Project Funding guidance.""]"
172,ABC Solar Incorporated,"ABC Solar Incorporated delivers innovative and efficient solar solutions. Renowned for its expertise in solar electric grid-tie systems, ABC Solar has built a solid reputation for designing and installing high-quality solar systems that are uniquely tailored to meet the specific needs of each property. Their extensive portfolio includes residential, commercial, and utility-scale solar PV projects.","24454 Hawthorne Blvd, Torrance, CA, 90505",CA,CA,90505,13103733169,Solar@ABCsolar.com,http://www.abcsolar.com,"[""ABC Solar Incorporated delivers innovative and efficient solar solutions. Renowned for its expertise in solar electric grid-tie systems, ABC Solar has built a solid reputation for designing and installing high-quality solar systems that are uniquely tailored to meet the specific needs of each property. Their extensive portfolio includes residential, commercial, and utility-scale solar PV projects.""]"
173,Abundant Energy of Arkansas,"Solar energy solutions, including grid-tied, grid-tied with backup, and off-grid systems. Also offers solar kits and services systems installed by competitors.","7718 White Oak Mountain Rd., Booneville, AR 72927",Booneville,"AR, OK",72927,14794612040,,http://www.abundantenergyarkansas.com,"[""Solar energy solutions, including grid-tied, grid-tied with backup, and off-grid systems. Also offers solar kits and services systems installed by competitors.""]"
174,Elevate Energy,"Solar energy provider, solar energy solutions, battery backup, generator solutions","Alvar H Smith, Dr. Martin Luther King Jr. Blvd, San Antonio, TX 78219",San Antonio,TX,78219,14692237755,Info@elevateenergy.us,https://elevateenergy.us/,"[""Solar energy provider, solar energy solutions, battery backup, generator solutions""]"
175,Hyperion Solar Energy,Not Found,"2700 E Foothill Blvd, Pasadena, CA, 91107",CA,CA,91107,16268897342,,http://www.hyperionsolarenergy.com,"[""Not Found""]"
176,Adams Power Services,"Solar Photovoltaic installation, and DC power systems installation and service supporting the telecommunications industry. This includes DC power system installation ( Rectifier and inverter systems, battery systems) and battery load testing and maintenance.","19 Family Lane, Westfield, MA, 01085",MA,MA,1085,14135682720,dtremblay@adamspowerservices.com,http://www.adamspwr.comcastbiz.net,"[""Solar Photovoltaic installation, and DC power systems installation and service supporting the telecommunications industry. This includes DC power system installation ( Rectifier and inverter systems, battery systems) and battery load testing and maintenance.""]"
177,Asheville Solar Company,Solar PV and Solar Thermal installations,"39 American Way, Fletcher, NC 28732",Fletcher,NC,28732,18285524851,,https://www.ashevillesolarcompany.com,"[""Solar PV and Solar Thermal installations""]"
178,"Haven Electric, Inc","Full service electrical contractor serving Arcata, Eureka, Blue Lake, Trinidad, McKinleyville, Willow Creek and surrounding areas. We offer solar, electrical, battery storage, ground screws, generators, and HVAC services.","405 Chartin Road, Blue Lake, CA, 95525",CA,CA,95525,17075025454,mark@haven-electric.com,https://www.haven-electric.com,"[""Full service electrical contractor serving Arcata, Eureka, Blue Lake, Trinidad, McKinleyville, Willow Creek and surrounding areas. We offer solar, electrical, battery storage, ground screws, generators, and HVAC services.""]"
179,Go Green Industries,"Solar Installations, Re-Roofing Support, Solar Energy Systems","Suite #5, Westford, MA, 01886",MA,MD,1886,19784961881,smc@gogreenindustries.us,http://www.gogreenindustries.us,"[""Solar Installations, Re-Roofing Support, Solar Energy Systems""]"
180,Coachella Valley Solar,SOLAR INSTALLATION,"53839 Slate Dr, Coachella, CA, 92236",CA,CA,92236,17603911001,,http://www.coachellavalleysolar.com,"[""SOLAR INSTALLATION""]"
181,5 STAR SOLAR KING,Residential solar system installation,"2449 N. Tenaya Way, Las Vegas, NV 89128",Las Vegas,"CA, NV, AZ, UT, TX",89128,18883234162,,http://powur.com/gary.byrd/,"[""Residential solar system installation""]"
182,"Focal Lighting & Electrical, Inc","Full Service Licensed Electrical Contractor, Custom Lighting, Smart Home Technologies, Generators","1933 Washington Valley Rd. Martinsville, NJ, 08836",NJ,NJ,8836,17322717704,,https://www.focallighting.net,"[""Full Service Licensed Electrical Contractor, Custom Lighting, Smart Home Technologies, Generators""]"
183,Daylight Power Co,Not available,Pennsylvania,,PA,,4127311111,,http://www.daylightpowerco.com,"[""Not available""]"
184,1 Stop Total Solutions,"Electrical services, low voltage work, smart electronic security, solar energy & water treatment, Smart Home and Smart Business, Intrusion Security, Video Surveillance Systems, Access Control Solutions, Design and Installation of Solar Energy Systems, Residential Solar Solutions, Flexible Financing and Leasing Options, Advanced filtration systems and water purification technologies, Water softening solutions for clean and safe water","2462 Sand Lake Rd, Orlando, Florida, 32809",Florida,FL,32809,18663071877,,http://1stoptotalsolutions.com,"[""Electrical services, low voltage work, smart electronic security, solar energy & water treatment, Smart Home and Smart Business, Intrusion Security, Video Surveillance Systems, Access Control Solutions, Design and Installation of Solar Energy Systems, Residential Solar Solutions, Flexible Financing and Leasing Options, Advanced filtration systems and water purification technologies, Water softening solutions for clean and safe water""]"
185,Green Dragon Electric Green Dragon Solar,"Designing and installing photovoltaic systems, using high-quality materials, and providing exceptional workmanship.",United States,,CA,,12094233648,,http://www.greendragonelectric.com/,"[""Designing and installing photovoltaic systems, using high-quality materials, and providing exceptional workmanship.""]"
186,Innovation Construction,We do it all!!!,"462 Hester St., San Leandro, CA, 94577",CA,CA,94577,15107771877,info@innovationconstruction.biz,"https://www.innovationconstruction.com/ (assumed, as no explicit website URL is provided)","[""We do it all!!!""]"
187,Great Sky Solar,"Commercial solar energy systems, Solar panel repair, Commercial photovoltaic systems, General solar energy systems","2161 Massachusetts Ave, Cambridge, MA, 02140",MA,MA,2140,18884513979,Send message,https://www.greatskysolar.com,"[""Commercial solar energy systems, Solar panel repair, Commercial photovoltaic systems, General solar energy systems""]"
188,A&J Solar Electric,"Solar Energy Contractor offering complete installation, maintenance, and any electrical needs for Residential, Commercial, and Agricultural clientele. Services include Solar Installation, Electrical Work, Electric Vehicle Plug, Residential Batteries, and Maintenance & Repair.","1311 Hoblitt Ave #106, Clovis, CA 93612",Clovis,,93612,,info@ajsolar.net,,"[""Solar Energy Contractor offering complete installation, maintenance, and any electrical needs for Residential, Commercial, and Agricultural clientele. Services include Solar Installation, Electrical Work, Electric Vehicle Plug, Residential Batteries, and Maintenance & Repair.""]"
189,getzenithsolar.com,Copyright 2025,"1025 Avenue G St., Arlington, TX, 76011",TX,TX,76011,18885156199,,http://www.getzenithsolar.com,"[""Copyright 2025""]"
190,Addy Solar & Electric,"Commercial and Residential solar panel installation, solar panel maintenance and monitoring.","8865 Airport Rd. Suite E,
Redding, CA, 96002,
United States",96002,CA,,15302760231,info@addyelectric.com,http://www.addysolar.com,"[""Commercial and Residential solar panel installation, solar panel maintenance and monitoring.""]"
191,Fluent Solar,Connect your domain to your Wix website,"2578 W. 600 N. Lindon, UT 84042",2578 W. 600 N. Lindon,UT,84042,18442207415,,http://www.fluentsolar.com,"[""Connect your domain to your Wix website""]"
192,Everest Roofing,"Roofing services including new roof installations, repairs, and maintenance for residential and commercial properties.","4212 San Felipe St #193, Houston, TX, 77027",TX,TX,77027,18325790260,,http://www.everestroofingtexas.com,"[""Roofing services including new roof installations, repairs, and maintenance for residential and commercial properties.""]"
